canon_smiles,dose_mg,cmax_mg_L,log_cmax_per_dose,name,n_studies
COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc2nonc12,10.0,0.009576152672132998,-3.018808938610799,isradipine,2
COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1ncc(-c2ccc(-c3ccc(-c4cnc([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]4)cc3)cc2)[nH]1)C(C)C,60.0,1.2607127349241776,-1.6775351105590042,daclatasvir,2
Cc1ccc(Sc2ccccc2N2CCNCC2)c(C)c1,40.0,0.015257784898208514,-3.418568503339037,vortioxetine,2
Cc1c(-c2ccccc2)oc2c(C(=O)O)cccc2c1=O,200.0,11.573223367152297,-1.2375756604286574,3-methylflavone-8-carboxylic acid (mfca),2
CN1Cc2c(N)cccc2C(c2ccccc2)C1,100.0,0.05834106615412511,-3.2340256386249377,nomifensine,2
Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2,400.0,0.9612491872558333,-2.619224005717909,troglitazone,2
COC(=O)N[C@@H](C)CNc1nccc(-c2cn(C(C)C)nc2-c2cc(Cl)cc(NS(C)(=O)=O)c2F)n1,50.0,0.5167475205552514,-1.9856916028523792,encorafenib,2
Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1,200.0,5.992495306631453,-1.5234222931009447,tolcapone,2
Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,400.0,1.6214641531652805,-2.3921526394627257,imatinib,2
CNC(=O)c1c(C)oc2cc(Oc3ncnc4cc(OC)c(OC)cc34)ccc12,4.0,0.12332063898634324,-1.5110242249692107,fruquintinib,2
CNC(=O)c1ccc(-c2cnc3ncc(Cc4ccc5ncccc5c4)n3n2)cc1F,200.0,1.480675521510368,-2.1305700989639,capmatinib,2
COC(=O)CC[C@@H]1N=C(c2ccccn2)c2cc(Br)ccc2-n2c(C)cnc21,360.0,0.07291481330977954,-3.6934867325980645,remimazolam,2
Cc1c(F)c(N2CCNC(C)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1,600.0,1.6410667262485095,-2.56302501043209,grepafloxacin,2
Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,900.0,46.21449988910408,-1.2894642517654507,gemfibrozil,2
CNCCC=C1c2ccccc2CCc2ccccc21,25.0,0.010798333204712669,-3.364583284283305,nortriptyline,2
COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,20.0,0.029202739597510373,-2.8356063998227325,nicardipine,2
CNCC[C@@H](Oc1ccccc1C)c1ccccc1,25.0,0.22383007349326411,-2.048021571364761,atomoxetine,2
CNC(=C[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1,150.0,1.3537296628204614,-2.044559313810999,nizatidine,2
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,250.0,1.5245245160377054,-2.214805595979635,erythromycin,2
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,500.0,0.40982435261950945,-3.0863722428183378,azithromycin,2
CO[C@]1(C(=O)N[C@@H](C)c2ccc(-n3cc(F)cn3)nc2)CC[C@H](c2nc(C)cc(Nc3cc(C)[nH]n3)n2)CC1,200.0,0.6333340350873305,-2.4993971682186253,pralsetinib,2
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,250.0,0.8532760397432944,-2.46685045799237,clarithromycin,2
C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,10.0,0.2598845897701516,-1.5852194718503037,prednisolone,2
CCc1c(Cl)c(O)c(Cl)c(O)c1C(=O)O[C@H]1[C@H](O)[C@H](OC)[C@H](OC/C2=C\C=C\C[C@H](O)/C(C)=C/[C@H](CC)[C@@H](O[C@@H]3OC(C)(C)[C@@H](OC(=O)C(C)C)[C@H](O)[C@@H]3O)/C(C)=C/C(C)=C/C[C@@H]([C@@H](C)O)OC2=O)O[C@@H]1C,200.0,0.006111464636239009,-4.514884692588272,fidaxomicin,2
CCc1cc(C(N)=S)ccn1,250.0,2.047574174480622,-2.0867003654023906,ethionamide,2
Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,0.5,0.004302743310958719,-2.0652245662152042,triazolam,2
C[C@]12C=CC(=O)N[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](C(=O)Nc3cc(C(F)(F)F)ccc3C(F)(F)F)CC[C@@H]12,0.5,0.002811263061330266,-2.2500685181242615,dutasteride,2
CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,400.0,0.002847209159861635,-5.1476406191451245,rifaximin,2
CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C6CCCC6)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,600.0,14.550601362143073,-1.6152703077240287,rifapentine,2
CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3,200.0,19.584769592721788,-1.0091115290575092,etodolac,2
CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,50.0,0.40209110907852713,-2.0946455341200116,pyrimethamine,2
Cc1nnc(C(C)C)n1[C@@H]1C[C@H]2CC[C@@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1ccccc1,300.0,0.5045889416148555,-2.7741835262715044,maraviroc,2
CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1,200.0,0.40333608814486216,-2.695362913797706,nefazodone,2
CCn1c(=O)c(-c2cc(NC(=O)Nc3ccccc3)c(F)cc2Br)cc2cnc(NC)cc21,50.0,0.28999827585694365,-2.236574588464791,ripretinib,2
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21,400.0,4.374598267269807,-1.9611218147282015,pefloxacin,2
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21,100.0,1.0105444077327825,-1.9954445969338936,lomefloxacin,2
CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,15.0,0.5807550774638135,-1.4120982435883558,pioglitazone,2
COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1,180.0,0.761054314750268,-2.3738568525974184,brigatinib,2
CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,16.0,0.14445296120190823,-2.04439353359951,candesartan,2
COc1cc(N)c(Cl)cc1C(=O)N[C@@H]1CCN(CCCOc2ccc(F)cc2)C[C@@H]1OC,20.0,0.06792718159912128,-2.46898640023036,cisapride,2
COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2,500.0,15.27225791383186,-1.5150667546387155,mycophenolic acid,2
Clc1ccccc1CN1CCc2sccc2C1,250.0,0.3608545413320997,-2.8406078334346403,ticlopidine,2
Clc1ccc2nsnc2c1NC1=NCCN1,8.0,0.00541472067608293,-3.1695139289788434,tizanidine,2
Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,10.0,0.005079566910672599,-3.2941733145513443,desloratadine,2
C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O,250.0,1.5020936322346887,-2.2212430036367485,methyldopa,2
Clc1ccc2c(c1)C(c1ccccc1)=NCc1nncn1-2,4.0,0.16202966395077167,-1.392465460052138,estazolam,2
COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12,20.0,0.597534936217122,-1.524666693302792,zafirlukast,2
CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21,10.0,0.011334284273830444,-2.9456058990698826,pravastatin,2
COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,400.0,2.4999999999999996,-2.204119982655925,moxifloxacin,2
COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)OCCN1CCOCC1)C(=O)OC2,500.0,0.002979395911925771,-5.224841786807433,mycophenolate mofetil,2
CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,0.12,0.0009652460826131336,-2.094543198303159,methylergometrine,2
CN(C)CCOC(c1ccccc1)c1ccccc1,25.0,0.034998714262098274,-2.8538879185826893,diphenhydramine,2
C[C@]12CCC(=O)C=C1[C@@H]1C[C@@H]1[C@H]1[C@@H]3[C@@H]4C[C@@H]4[C@@]4(CCC(=O)O4)[C@@]3(C)CC[C@@H]12,1.0,0.01131591799192624,-1.9463102085977757,drospirenone,2
Cc1nc(-c2ccc(OCC(C)C)c(C#N)c2)sc1C(=O)O,120.0,4.665049485268082,-1.410324991091606,febuxostat,2
CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12,2.5,0.003541186241925157,-2.8487912404246885,zolmitriptan (311c90),2
C[C@]12CCC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@]2(O)CC#N,2.0,0.05264142855204444,-1.579702329270625,dienogest,2
CN(C)c1cc(CNCC(C)(C)C)c(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,300.0,0.5305657357952924,-2.75238205512598,omadacycline,2
CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,100.0,1.1128549321452461,-1.9535614450768042,minocycline,2
Cc1cncc(CN2CCC(=C3c4ccc(Cl)cc4CCc4cccnc43)CC2)c1,40.0,0.017812214909999267,-3.351342064937061,rupatadine,2
COCCc1ccc(OCC(O)CNC(C)C)cc1,50.0,0.0742874148157008,-2.82805475906864,metoprolol,2
COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,60.0,0.033270557554690904,-3.2560911714596164,nimodipine,2
CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1,0.5,0.0019590814173994914,-2.4069175191362926,"dofetilide (uk-68,798)",2
CCn1nc(C(=O)O)c(=O)c2cc3c(cc21)OCO3,500.0,15.688530842625129,-1.5033877284874553,cinoxacin,2
CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,600.0,11.529223737962587,-1.7163511831295737,rifampicin,2
CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,8.0,0.0015927962832703996,-3.7009297533810783,loperamide,2
CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,50.0,1.6030375931961172,-1.494026297124612,midostaurin,2
C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,10.0,0.18661457606521525,-1.7290544374519994,hydrocortisone,2
CN(C)CC(Oc1ccccc1)Oc1ccccc1,500.0,0.7088501886858747,-2.8484155450370516,medifoxamine,2
CN(C)CCOC(C)(c1ccccc1)c1ccccn1,25.0,0.1215138309000255,-2.3133142958265736,doxylamine,2
COCc1c(C(C)C)nc(C(C)C)c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c1-c1ccc(F)cc1,0.3,0.003624224054884025,-1.9179062161586178,cerivastatin,2
Cc1ncc([N+](=O)[O-])n1CC(C)O,2000.0,41.02056801166945,-1.6880283259157447,secnidazole,2
Cc1ncc(OC[C@@]2(c3cccc(F)c3)C[C@H]2C(=O)Nc2ccc(F)cn2)c(C)n1,10.0,0.035687532837112734,-2.447483474803203,lemborexant,2
Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2O,1.0,0.007949150898051942,-2.099679258763,paliperidone,2
Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,2.0,0.01975276183220969,-2.005402168378402,risperidone,2
CN(C)CCCOc1nn(Cc2ccccc2)c2ccccc12,50.0,0.5006136234662417,-1.9994673402150196,benzydamine,2
CN(C)CCC[C@@]1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,10.0,0.011180697652651202,-2.9515310965172494,escitalopram,2
O=C(O)Cc1ccccn1,16.0,0.4918190897067743,-1.512314601007569,2-pyridylacetic acid,2
C=CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,5.0,0.03325782013301534,-2.1770762241316426,tacrolimus,2
Oc1ncnc2[nH]ncc12,200.0,2.064663943599539,-1.986180622149673,allopurinol,2
C=CC(=O)N1CCC([C@@H]2CCNc3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)nn32)CC1,320.0,0.5100470566526191,-2.7975397326105718,zanubrutinib,2
Oc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@@]4(O)[C@@H](C2)N(CC2CCC2)CC[C@]314,45.0,0.012820354909283908,-3.545312465736845,nalbuphine,2
CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,100.0,10.395672176439575,-0.983147424266074,ketoprofen,2
C=CCOc1ccccc1OCC(O)CNC(C)C,80.0,0.45459762427887807,-2.245462825214232,oxprenolol,2
CC(C)COc1ccc(CNC(=O)N(Cc2ccc(F)cc2)C2CCN(C)CC2)cc1,100.0,0.05407494798887929,-3.2670038896078464,pimavanserin,2
O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,50.0,1.0138351937075376,-1.6930026413313637,diclofenac,2
C#CCN(C)[C@H](C)Cc1ccccc1,10.0,0.002209977375449805,-3.6556121723635773,selegiline,2
CC(=O)Nc1ccc(O)cc1,1000.0,12.886038956948713,-1.8898805600327981,acetaminophen (paracetamol),2
CC(C(=O)O)c1ccc2oc(-c3ccc(Cl)cc3)nc2c1,100.0,13.0,-0.8860566476931633,benoxaprofen,2
C=CC(=O)N1CCN(c2nc(=O)n(-c3c(C)ccnc3C(C)C)c3nc(-c4c(O)cccc4F)c(F)cc23)[C@@H](C)C1,960.0,6.30987321584198,-2.1822505999782225,sotorasib,2
O=C(O)CNC(=O)C1C(=O)N(C2CCCCC2)C(=O)N(C2CCCCC2)C1=O,100.0,2.25984291489475,-1.645921748270928,daprodustat,2
O=C(NC1CCN(CCCCC2(C(=O)NCC(F)(F)F)c3ccccc3-c3ccccc32)CC1)c1ccccc1-c1ccc(C(F)(F)F)cc1,60.0,0.00690416540937426,-3.9390400627636915,lomitapide,2
Oc1ccc2c(c1)CC[C@H](c1ccccc1)[C@@H]2c1ccc(OCCN2CCCC2)cc1,0.25,0.0001933907960581374,-3.111504207571797,lasofoxifene,2
O=C(c1ccc(NS(=O)(=O)c2cccc3cccnc23)cc1)N1CCN(CC2CC2)CC1,120.0,2.372030775517046,-1.7040609266376403,mitapivat,2
O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,1200.0,90.77444574328173,-1.121217640199067,oxaprozin,2
CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1,10.0,0.03631418455645121,-2.439923703577753,bisoprolol,2
O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,60.0,0.00030463092423455615,-5.294377262274213,raloxifene,2
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,250.0,0.028301943396169812,-3.9461237506299187,flutamide,2
Nc1nc(/C(=C/CC(=O)O)C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=CCS[C@H]23)cs1,200.0,10.689246933250253,-1.2720828858017161,ceftibuten (7432-s),2
CC(=O)N[C@@H](CS)C(=O)O,600.0,2.801996611346987,-2.3306836446566552,acetylcysteine (n-acetylcysteine),2
C=C1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12,25.0,0.01285067313412025,-3.289014131527888,exemestane,2
O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,10.0,0.8346256645946134,-1.0785082649388913,ketorolac,2
CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,60.0,0.20496097189465123,-2.466480078617872,fexofenadine,2
O=C1NCCN1CCN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1,4.0,0.0024722459424579924,-3.2089683185441453,sertindole,2
O=C(O)[C@@H]1C[C@@H](C2CCCCC2)CN1C(=O)CP(=O)(O)CCCCc1ccccc1,10.0,0.15500129031721,-1.8096646865051167,fosinoprilat,2
CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,50.0,0.3192616481821768,-2.194823252984876,atenolol,2
CC(C)(C(=O)O)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1,20.0,0.11883337494155417,-2.2260915641322176,carebastine,2
CC(C)(C#Cc1ccc(-c2ccc(Cl)c3c(NS(C)(=O)=O)nn(CC(F)(F)F)c23)c([C@H](Cc2cc(F)cc(F)c2)NC(=O)Cn2nc(C(F)(F)F)c3c2C(F)(F)[C@@H]2C[C@H]32)n1)S(C)(=O)=O,300.0,0.02147044480209947,-4.145280212933795,lenacapavir,2
OC(CNCC(O)C1CCc2cc(F)ccc2O1)C1CCc2cc(F)ccc2O1,5.0,0.0015194735930578076,-3.517276847461309,nebivolol,2
O=C(O)COCCN1CCN([C@H](c2ccccc2)c2ccc(Cl)cc2)CC1,5.0,0.22355451214413008,-1.3495865643993752,levocetirizine,2
Nc1nc2ccc(OC(F)(F)F)cc2s1,100.0,0.36978372057190406,-2.4320522122179904,riluzole,2
O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,20.0,0.5759340239992772,-1.54065725990424,cetirizine,2
Nc1ncnc2c1ncn2CCOCP(=O)(O)O,10.0,0.023883048381645094,-2.6219102415780955,adefovir,2
CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,800.0,0.19679354664215998,-3.6090791342769677,megestrol acetate,2
O=C(O)CNC(=O)c1ncc(-c2cccc(Cl)c2)cc1O,450.0,49.697082409332644,-0.9568816206299491,Vadadustat,2
O=C1CN2Cc3c(ccc(Cl)c3Cl)N=C2N1,2.0,0.01131763226121083,-2.247274417172777,anagrelide,2
Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,200.0,2.6755560169803956,-1.8736159476193381,lamotrigine,2
O=c1nc[nH]c2c1ncn2[C@H]1CC[C@@H](CO)O1,375.0,2.247696153842863,-2.2222936652916188,didanosine,2
CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)=C(c2ccc(Cl)cc2)C1,100.0,0.17262676501632068,-2.7628918679618724,venetoclax,2
C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](OCCOCCOCCOCCOCCOCCOCCOC)CC[C@@]3(O)[C@H]1C5,25.0,0.03994921776455705,-2.796431728748245,naloxegol,2
O=C(O)COC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl,100.0,9.572585857541313,-1.0189707297293786,aceclofenac,2
CC1(C)CCC(C)(C)c2cc(Cn3cccn3)c(/C=C/c3ccc(C(=O)O)cc3)cc21,10.0,0.0790771774913597,-2.101948840392807,palovarotene,2
O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,50.0,0.8612792810697352,-1.7638260043801701,trazodone,2
O=C1CN=C(c2ccccc2F)c2cc(Cl)ccc2N1,30.0,0.028270302439132144,-3.025790800070128,desalkylflurazepam,2
O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1,15.0,0.2616772821625905,-1.7583252385926817,desmethyldiazepam,2
O=C(NC(Cc1cc(=O)[nH]c2ccccc12)C(=O)O)c1ccc(Cl)cc1,100.0,0.21836901863588618,-2.6608089776426938,rebamipide,2
CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C[C@@H]4c5cccc6[nH]cc(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12,20.0,0.00026981475126464126,-4.8699643060074616,dihydro-alpha-ergocryptine (alpha-dihydroergocryptine),2
C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC(C)C)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,160.0,0.05440349253494669,-3.4684932017083403,mobocertinib,2
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,3000.0,27.733733971465142,-2.034112909338272,amoxicillin,2
CC(C)NC(=O)COc1cccc(-c2nc(Nc3ccc4[nH]ncc4c3)c3ccccc3n2)c1,200.0,1.829562789302406,-2.0386826769057853,belumosudil,2
CC(C)NC(=N)NC(=N)Nc1ccc(Cl)cc1,200.0,0.1881781071219498,-3.0264609000009712,proguanil,2
CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,100.0,13.37609808576477,-0.8736705552496904,flurbiprofen,2
C=CC(=O)Nc1cc(Nc2nccc(-n3cc(CN(C)C)c(-c4ccccc4)n3)n2)c(OC)cc1N1CCOCC1,240.0,0.3860854265573877,-2.7935278329525137,Lazertinib,2
Nc1nc2c(ncn2COC(CO)CO)c(=O)[nH]1,900.0,6.3990624313253885,-2.1481261621319545,ganciclovir,2
O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,100.0,0.6446898479113813,-2.1906491686764102,cilostazol,2
CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,125.0,0.051356012306252904,-3.386318718753819,palbociclib,2
O=c1[nH]c2ccccc2n1CCN1CCN(c2cccc(C(F)(F)F)c2)CC1,100.0,0.43863971548413166,-2.3578920488218937,flibanserin,2
O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,5.0,0.019648409604850973,-2.4056426011660523,aripiprazole,2
CC1(C)S[C@@H]2[C@H](NC(=O)C3(N)CCCCC3)C(=O)N2[C@H]1C(=O)O,250.0,5.405034689990435,-1.6651415230333881,cyclacillin,2
OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCCN1,750.0,1.1207122735118056,-2.8255671352439355,mefloquine,2
O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1,1800.0,0.45089724450255847,-3.6011949238242145,praziquantel,2
CC(C)N(CCCCOCC(=O)NS(C)(=O)=O)c1cnc(-c2ccccc2)c(-c2ccccc2)n1,0.4,0.005889312353747255,-1.8319954025522882,selexipag,2
O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,6.0,0.005007993610219565,-3.078487484304304,pimozide,2
CC(C)(NC(=O)C1=C(O)[C@@H]2Oc3c(O)ccc4c3[C@@]23CCN(CC2CC2)[C@H](C4)[C@]3(O)C1)c1nc(-c2ccccc2)no1,0.2,0.003030989937297713,-1.8194455011252375,naldemedine,2
C#C[C@]1(O)CC[C@H]2[C@@H]3[C@H](C)CC4=C(CC[C@@H](O)C4)[C@H]3CC[C@@]21C,2.5,0.013760886599343807,-2.2592935927377793,3alpha-hydroxytibolone,2
O=C(O)CCCN1CCC(OC(c2ccc(Cl)cc2)c2ccccn2)CC1,10.0,0.08861230162906279,-2.052505982867305,bepotastine,2
C#C[C@]1(O)CC[C@H]2[C@@H]3[C@H](C)CC4=C(CCC(=O)C4)[C@H]3CC[C@@]21C,2.5,0.0014696938456699071,-3.230713133096572,tibolone,2
O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1,0.5,0.010240849574132025,-1.6886340174176404,roflumilast,2
O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,15.0,0.32419784083179826,-1.6652811409489783,oxazepam,2
O=C(O)c1cc(/N=N/c2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,500.0,4.949060921023301,-2.0044472044950767,sulfasalazine,2
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,0.75,0.011062025131050824,-1.8312266226137965,levonorgestrel,2
O=C(Nc1c(Cl)c[n+]([O-])cc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1,0.5,0.01350111106539013,-1.5686004943808134,roflumilast n-oxide,2
CC(C)(O)CNc1nc(Nc2ccnc(C(F)(F)F)c2)nc(-c2cccc(C(F)(F)F)n2)n1,50.0,0.4651859843116514,-2.0313433830341356,enasidenib,2
CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,75.0,1.4391837964624254,-1.7169450026780035,mifepristone,2
Nc1ccn([C@H]2CC[C@@H](CO)O2)c(=O)n1,1.5,0.022561914812355807,-1.822715303941597,zalcitabine,2
CC(C)(C)NCC(O)COc1cccc2c1C[C@H](O)[C@H](O)C2,80.0,0.14183046217227102,-2.7513204688916604,nadolol,2
CC(C)(O)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,250.0,1.183934119788766,-2.3246124720015504,2-hydroxyflutamide,2
CC(C)OC(=O)[C@H](C)N[P@](=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)Oc1ccccc1,25.0,0.27691731256821056,-1.955589900460575,tenofovir alafenamide,2
